Using default parameters: 
	- linear edge agents 30
	- agents 900
	- features 3
	- number of possible values for any feature 8000
	- number of iterations 100
	- degree 8
	- delta 0.000000
	- maxSide 0
Initializing Model ... 
Numero di links 7200
pos_features = 500
Simulation 1
Numero di step eseguiti = 642
Simulation 92
0	7196
1000	7192
2000	7193
3000	7197
4000	7195
5000	7198
Numero di step eseguiti = 5944
Simulation 93
0	7197
Numero di step eseguiti = 59
Simulation 94
0	7195
Numero di step eseguiti = 446
Simulation 95
0	7197
Numero di step eseguiti = 244
Simulation 96
0	7194
Numero di step eseguiti = 382
Simulation 97
0	7197
Numero di step eseguiti = 843
Simulation 98
0	7196
Numero di step eseguiti = 268
Simulation 99
0	7196
1000	7194
Numero di step eseguiti = 1372
Simulation 100
0	7198
Numero di step eseguiti = 160
pos_features = 7000
Simulation 1
0	7200
Numero di step eseguiti = 1
Simulation 2
0	7198
Numero di step eseguiti = 94
Simulation 3
0	7196
Numero di step eseguiti = 84
Simulation 4
0	7196
Numero di step eseguiti = 142
Simulation 5
0	7196
Numero di step eseguiti = 156
Simulation 6
0	7196
Numero di step eseguiti = 733
Simulation 7
0	7197
Numero di step eseguiti = 182
Simulation 8
0	7198
Numero di step eseguiti = 217
Simulation 9
0	7197
Numero di step eseguiti = 321
Simulation 10
0	7196
Numero di step eseguiti = 142
Simulation 11
0	7196
Numero di step eseguiti = 168
Simulation 12
0	7197
Numero di step eseguiti = 287
Simulation 13
0	7197
Numero di step eseguiti = 155
Simulation 14
0	7198
Numero di step eseguiti = 308
Simulation 15
0	7196
Numero di step eseguiti = 427
Simulation 16
0	7195
Numero di step eseguiti = 364
Simulation 17
0	7198
1000	7195
2000	7193
3000	7191
4000	7185
5000	7183
6000	7194
7000	7184
8000	7182
9000	7194
10000	7195
11000	7188
12000	7186
13000	7179
14000	7185
15000	7170
Numero di step eseguiti = 15740
Simulation 18
0	7199
Numero di step eseguiti = 43
Simulation 19
0	7196
Numero di step eseguiti = 91
Simulation 20
0	7198
Numero di step eseguiti = 262
Simulation 21
0	7194
Numero di step eseguiti = 145
Simulation 22
0	7197
Numero di step eseguiti = 775
Simulation 23
0	7196
1000	7194
Numero di step eseguiti = 1986
Simulation 24
0	7195
Numero di step eseguiti = 31
Simulation 25
0	7197
Numero di step eseguiti = 153
Simulation 26
0	7193
Numero di step eseguiti = 375
Simulation 27
0	7197
Numero di step eseguiti = 139
Simulation 28
0	7197
Numero di step eseguiti = 112
Simulation 29
0	7197
Numero di step eseguiti = 36
Simulation 30
0	7199
1000	7194
Numero di step eseguiti = 1105
Simulation 31
0	7196
Numero di step eseguiti = 84
Simulation 32
0	7198
Numero di step eseguiti = 80
Simulation 33
0	7198
Numero di step eseguiti = 266
Simulation 34
0	7197
Numero di step eseguiti = 213
Simulation 35
0	7199
Numero di step eseguiti = 24
Simulation 36
0	7196
Numero di step eseguiti = 100
Simulation 37
0	7198
Numero di step eseguiti = 493
Simulation 38
0	7198
Numero di step eseguiti = 103
Simulation 39
0	7196
Numero di step eseguiti = 623
Simulation 40
0	7195
Numero di step eseguiti = 34
Simulation 41
0	7199
Numero di step eseguiti = 186
Simulation 42
0	7193
Numero di step eseguiti = 151
Simulation 43
0	7196
Numero di step eseguiti = 260
Simulation 44
0	7198
Numero di step eseguiti = 23
Simulation 45
0	7198
Numero di step eseguiti = 180
Simulation 46
0	7200
Numero di step eseguiti = 1
Simulation 47
0	7199
1000	7197
2000	7194
3000	7199
4000	7193
5000	7196
6000	7191
7000	7198
8000	7197
9000	7188
10000	7190
11000	7183
12000	7196
13000	7193
14000	7187
15000	7186
16000	7187
17000	7188
18000	7180
19000	7185
20000	7167
21000	7179
22000	7192
23000	7174
24000	7180
25000	7106
26000	6900
27000	6775
28000	6608
29000	6986
30000	7198
31000	7196
32000	5102
33000	4808
34000	5193
35000	4563
36000	4278
Numero di step eseguiti = 36622
Simulation 48
0	7197
Numero di step eseguiti = 255
Simulation 49
0	7197
Numero di step eseguiti = 13
Simulation 50
0	7192
Numero di step eseguiti = 164
Simulation 51
0	7193
Numero di step eseguiti = 269
Simulation 52
0	7198
Numero di step eseguiti = 165
Simulation 53
0	7197
Numero di step eseguiti = 30
Simulation 54
0	7197
Numero di step eseguiti = 229
Simulation 55
0	7199
Numero di step eseguiti = 85
Simulation 56
0	7198
Numero di step eseguiti = 86
Simulation 57
0	7193
Numero di step eseguiti = 190
Simulation 58
0	7200
Numero di step eseguiti = 1
Simulation 59
0	7196
Numero di step eseguiti = 70
Simulation 60
0	7194
1000	7198
Numero di step eseguiti = 1058
Simulation 61
0	7196
1000	7195
2000	7193
3000	7194
4000	7197
5000	7194
Numero di step eseguiti = 5700
Simulation 62
0	7197
Numero di step eseguiti = 37
Simulation 63
0	7197
Numero di step eseguiti = 534
Simulation 64
0	7197
Numero di step eseguiti = 263
Simulation 65
0	7196
Numero di step eseguiti = 247
Simulation 66
0	7198
Numero di step eseguiti = 306
Simulation 67
0	7199
Numero di step eseguiti = 260
Simulation 68
0	7198
Numero di step eseguiti = 522
Simulation 69
0	7199
1000	7197
2000	7197
Numero di step eseguiti = 2809
Simulation 70
0	7194
Numero di step eseguiti = 304
Simulation 71
0	7198
Numero di step eseguiti = 62
Simulation 72
0	7198
1000	7197
Numero di step eseguiti = 1143
Simulation 73
0	7198
Numero di step eseguiti = 36
Simulation 74
0	7200
Numero di step eseguiti = 1
Simulation 75
0	7196
Numero di step eseguiti = 257
Simulation 76
0	7198
Numero di step eseguiti = 224
Simulation 77
0	7196
Numero di step eseguiti = 258
Simulation 78
0	7195
Numero di step eseguiti = 47
Simulation 79
0	7196
Numero di step eseguiti = 231
Simulation 80
0	7198
Numero di step eseguiti = 53
Simulation 81
0	7195
Numero di step eseguiti = 591
Simulation 82
0	7197
1000	7196
Numero di step eseguiti = 1433
Simulation 83
0	7194
Numero di step eseguiti = 149
Simulation 84
0	7199
Numero di step eseguiti = 272
Simulation 85
0	7199
1000	7198
2000	7195
3000	7198
4000	7197
Numero di step eseguiti = 4553
Simulation 86
0	7196
Numero di step eseguiti = 188
Simulation 87
0	7198
Numero di step eseguiti = 169
Simulation 88
0	7198
Numero di step eseguiti = 262
Simulation 89
0	7193
1000	7195
2000	7194
3000	7195
4000	7197
5000	7193
6000	7192
7000	7190
8000	7186
9000	7190
10000	7192
11000	7176
12000	7191
13000	7177
14000	7189
15000	7189
16000	7196
17000	7163
18000	7169
Numero di step eseguiti = 18278
Simulation 90
0	7197
Numero di step eseguiti = 390
Simulation 91
0	7197
Numero di step eseguiti = 68
Simulation 92
0	7195
Numero di step eseguiti = 399
Simulation 93
0	7193
Numero di step eseguiti = 547
Simulation 94
0	7198
1000	7196
Numero di step eseguiti = 1750
Simulation 95
0	7194
Numero di step eseguiti = 87
Simulation 96
0	7199
Numero di step eseguiti = 159
Simulation 97
0	7196
Numero di step eseguiti = 74
Simulation 98
0	7195
Numero di step eseguiti = 117
Simulation 99
0	7196
1000	7191
Numero di step eseguiti = 1079
Simulation 100
0	7197
Numero di step eseguiti = 91
pos_features = 7500
Simulation 1
0	7199
Numero di step eseguiti = 347
Simulation 2
0	7196
1000	7194
2000	7196
3000	7197
4000	7191
5000	7190
6000	7189
7000	7192
Numero di step eseguiti = 7404
Simulation 3
0	7195
Numero di step eseguiti = 394
Simulation 4
0	7198
Numero di step eseguiti = 180
Simulation 5
0	7196
Numero di step eseguiti = 113
Simulation 6
0	7195
Numero di step eseguiti = 280
Simulation 7
0	7198
1000	7191
Numero di step eseguiti = 1138
Simulation 8
0	7200
Numero di step eseguiti = 1
Simulation 9
0	7198
Numero di step eseguiti = 994
Simulation 10
0	7197
Numero di step eseguiti = 90
Simulation 11
0	7198
Numero di step eseguiti = 267
Simulation 12
0	7196
Numero di step eseguiti = 152
Simulation 13
0	7199
Numero di step eseguiti = 6
Simulation 14
0	7199
1000	7196
Numero di step eseguiti = 1085
Simulation 15
0	7197
Numero di step eseguiti = 55
Simulation 16
0	7198
Numero di step eseguiti = 10
Simulation 17
0	7197
Numero di step eseguiti = 39
Simulation 18
0	7199
Numero di step eseguiti = 22
Simulation 19
0	7198
1000	7197
Numero di step eseguiti = 1468
Simulation 20
0	7200
Numero di step eseguiti = 1
Simulation 21
0	7199
Numero di step eseguiti = 113
Simulation 22
0	7197
Numero di step eseguiti = 424
Simulation 23
0	7200
Numero di step eseguiti = 1
Simulation 24
0	7196
1000	7198
Numero di step eseguiti = 1394
Simulation 25
0	7197
Numero di step eseguiti = 135
Simulation 26
0	7197
Numero di step eseguiti = 38
Simulation 27
0	7200
Numero di step eseguiti = 1
Simulation 28
0	7198
Numero di step eseguiti = 464
Simulation 29
0	7198
1000	7195
2000	7194
3000	7194
4000	7193
5000	7195
6000	7193
7000	7195
8000	7197
9000	7195
10000	7192
11000	7186
12000	7199
13000	7194
14000	7177
15000	7180
16000	7113
17000	7148
18000	7197
19000	7097
20000	7024
21000	7024
22000	7191
23000	7149
24000	6847
25000	6069
26000	5587
27000	5179
28000	5540
29000	3960
30000	3759
31000	3882
32000	6496
Numero di step eseguiti = 32165
Simulation 30
0	7198
1000	7198
2000	7199
3000	7192
4000	7194
5000	7194
6000	7193
7000	7191
8000	7194
9000	7197
10000	7190
11000	7187
12000	7198
13000	7198
14000	7195
Numero di step eseguiti = 14858
Simulation 31
0	7196
1000	7194
Numero di step eseguiti = 1190
Simulation 32
0	7195
Numero di step eseguiti = 680
Simulation 33
0	7196
1000	7198
2000	7197
3000	7199
Numero di step eseguiti = 3525
Simulation 34
0	7198
Numero di step eseguiti = 265
Simulation 35
0	7196
Numero di step eseguiti = 40
Simulation 36
0	7196
Numero di step eseguiti = 105
Simulation 37
0	7197
Numero di step eseguiti = 91
Simulation 38
0	7193
Numero di step eseguiti = 613
Simulation 39
0	7200
Numero di step eseguiti = 1
Simulation 40
0	7199
Numero di step eseguiti = 21
Simulation 41
0	7198
Numero di step eseguiti = 25
Simulation 42
0	7197
Numero di step eseguiti = 135
Simulation 43
0	7196
Numero di step eseguiti = 58
Simulation 44
0	7197
Numero di step eseguiti = 796
Simulation 45
0	7200
Numero di step eseguiti = 1
Simulation 46
0	7199
1000	7192
2000	7196
3000	7191
4000	7191
5000	7188
6000	7194
Numero di step eseguiti = 6886
Simulation 47
0	7197
Numero di step eseguiti = 18
Simulation 48
0	7200
Numero di step eseguiti = 1
Simulation 49
0	7199
Numero di step eseguiti = 329
Simulation 50
0	7198
Numero di step eseguiti = 985
Simulation 51
0	7198
Numero di step eseguiti = 177
Simulation 52
0	7198
Numero di step eseguiti = 890
Simulation 53
0	7200
Numero di step eseguiti = 1
Simulation 54
0	7194
Numero di step eseguiti = 152
Simulation 55
0	7196
Numero di step eseguiti = 155
Simulation 56
0	7198
Numero di step eseguiti = 98
Simulation 57
0	7195
Numero di step eseguiti = 247
Simulation 58
0	7198
Numero di step eseguiti = 189
Simulation 59
0	7198
Numero di step eseguiti = 618
Simulation 60
0	7197
Numero di step eseguiti = 664
Simulation 61
0	7195
Numero di step eseguiti = 300
Simulation 62
0	7196
Numero di step eseguiti = 505
Simulation 63
0	7199
Numero di step eseguiti = 20
Simulation 64
0	7198
1000	7195
2000	7196
3000	7197
4000	7197
5000	7198
Numero di step eseguiti = 5352
Simulation 65
0	7199
Numero di step eseguiti = 34
Simulation 66
0	7195
Numero di step eseguiti = 58
Simulation 67
0	7198
Numero di step eseguiti = 401
Simulation 68
0	7198
Numero di step eseguiti = 401
Simulation 69
0	7199
Numero di step eseguiti = 255
Simulation 70
0	7199
Numero di step eseguiti = 256
Simulation 71
0	7195
Numero di step eseguiti = 272
Simulation 72
0	7198
Numero di step eseguiti = 19
Simulation 73
0	7198
Numero di step eseguiti = 129
Simulation 74
0	7197
Numero di step eseguiti = 83
Simulation 75
0	7199
Numero di step eseguiti = 210
Simulation 76
0	7197
Numero di step eseguiti = 384
Simulation 77
0	7199
Numero di step eseguiti = 84
Simulation 78
0	7198
Numero di step eseguiti = 424
Simulation 79
0	7195
Numero di step eseguiti = 184
Simulation 80
0	7196
Numero di step eseguiti = 498
Simulation 81
0	7198
Numero di step eseguiti = 94
Simulation 82
0	7196
Numero di step eseguiti = 194
Simulation 83
0	7198
Numero di step eseguiti = 61
Simulation 84
0	7199
Numero di step eseguiti = 23
Simulation 85
0	7198
Numero di step eseguiti = 36
Simulation 86
0	7197
Numero di step eseguiti = 147
Simulation 87
0	7198
Numero di step eseguiti = 114
Simulation 88
0	7199
Numero di step eseguiti = 187
Simulation 89
0	7197
Numero di step eseguiti = 274
Simulation 90
0	7196
Numero di step eseguiti = 302
Simulation 91
0	7197
Numero di step eseguiti = 367
Simulation 92
0	7197
Numero di step eseguiti = 183
Simulation 93
0	7198
Numero di step eseguiti = 181
Simulation 94
0	7193
Numero di step eseguiti = 489
Simulation 95
0	7198
1000	7190
Numero di step eseguiti = 1226
Simulation 96
0	7199
Numero di step eseguiti = 104
Simulation 97
0	7196
Numero di step eseguiti = 196
Simulation 98
0	7193
Numero di step eseguiti = 703
Simulation 99
0	7198
Numero di step eseguiti = 264
Simulation 100
0	7197
Numero di step eseguiti = 475
pos_features = 8000
Simulation 1
0	7199
Numero di step eseguiti = 110
Simulation 2
0	7200
Numero di step eseguiti = 1
Simulation 3
0	7200
Numero di step eseguiti = 1
Simulation 4
0	7197
Numero di step eseguiti = 14
Simulation 5
0	7196
Numero di step eseguiti = 206
Simulation 6
0	7198
Numero di step eseguiti = 535
Simulation 7
0	7198
Numero di step eseguiti = 133
Simulation 8
0	7194
Numero di step eseguiti = 98
Simulation 9
0	7195
Numero di step eseguiti = 180
Simulation 10
0	7199
Numero di step eseguiti = 12
Simulation 11
0	7197
Numero di step eseguiti = 108
Simulation 12
0	7200
Numero di step eseguiti = 1
Simulation 13
0	7200
Numero di step eseguiti = 1
Simulation 14
0	7197
Numero di step eseguiti = 36
Simulation 15
0	7198
Numero di step eseguiti = 178
Simulation 16
0	7195
Numero di step eseguiti = 64
Simulation 17
0	7198
1000	7197
2000	7194
3000	7195
4000	7194
5000	7199
6000	7195
7000	7199
8000	7189
9000	7196
10000	7193
11000	7181
12000	7189
13000	7182
14000	7190
15000	7188
16000	7185
17000	7149
18000	7178
19000	7182
20000	7194
21000	7177
22000	7193
23000	7185
24000	7128
25000	7142
26000	7079
27000	7097
28000	6810
29000	6472
30000	6425
31000	6148
32000	5660
33000	4434
34000	4155
35000	4061
36000	3650
37000	2924
38000	3242
Numero di step eseguiti = 38987
Simulation 18
0	7194
1000	7198
Numero di step eseguiti = 1090
Simulation 19
0	7197
Numero di step eseguiti = 171
Simulation 20
0	7197
1000	7197
2000	7192
3000	7194
4000	7194
5000	7199
6000	7191
Numero di step eseguiti = 6660
Simulation 21
0	7199
Numero di step eseguiti = 4
Simulation 22
0	7198
Numero di step eseguiti = 413
Simulation 23
0	7199
Numero di step eseguiti = 13
Simulation 24
0	7197
Numero di step eseguiti = 60
Simulation 25
0	7195
Numero di step eseguiti = 906
Simulation 26
0	7200
Numero di step eseguiti = 1
Simulation 27
0	7198
Numero di step eseguiti = 834
Simulation 28
0	7198
Numero di step eseguiti = 32
Simulation 29
0	7199
Numero di step eseguiti = 886
Simulation 30
0	7196
1000	7197
2000	7194
3000	7196
4000	7192
5000	7188
6000	7191
7000	7183
8000	7184
9000	7178
10000	7191
11000	7173
12000	7181
13000	7192
Numero di step eseguiti = 13338
Simulation 31
0	7197
Numero di step eseguiti = 891
Simulation 32
0	7199
Numero di step eseguiti = 175
Simulation 33
0	7195
1000	7195
2000	7195
3000	7197
Numero di step eseguiti = 3634
Simulation 34
0	7198
1000	7198
Numero di step eseguiti = 1165
Simulation 35
0	7195
Numero di step eseguiti = 37
Simulation 36
0	7200
Numero di step eseguiti = 1
Simulation 37
0	7200
Numero di step eseguiti = 1
Simulation 38
0	7198
Numero di step eseguiti = 179
Simulation 39
0	7197
Numero di step eseguiti = 200
Simulation 40
0	7194
1000	7195
Numero di step eseguiti = 1246
Simulation 41
0	7196
Numero di step eseguiti = 407
Simulation 42
0	7196
Numero di step eseguiti = 128
Simulation 43
0	7197
Numero di step eseguiti = 278
Simulation 44
0	7199
Numero di step eseguiti = 178
Simulation 45
0	7199
Numero di step eseguiti = 106
Simulation 46
0	7200
Numero di step eseguiti = 1
Simulation 47
0	7195
Numero di step eseguiti = 338
Simulation 48
0	7195
Numero di step eseguiti = 240
Simulation 49
0	7197
Numero di step eseguiti = 273
Simulation 50
0	7200
Numero di step eseguiti = 1
Simulation 51
0	7200
Numero di step eseguiti = 1
Simulation 52
0	7198
Numero di step eseguiti = 389
Simulation 53
0	7199
Numero di step eseguiti = 250
Simulation 54
0	7196
Numero di step eseguiti = 453
Simulation 55
0	7199
Numero di step eseguiti = 77
Simulation 56
0	7197
Numero di step eseguiti = 309
Simulation 57
0	7197
Numero di step eseguiti = 182
Simulation 58
0	7196
Numero di step eseguiti = 250
Simulation 59
0	7197
Numero di step eseguiti = 403
Simulation 60
0	7197
1000	7197
2000	7194
3000	7199
4000	7193
5000	7189
6000	7188
7000	7186
8000	7184
9000	7188
10000	7192
11000	7185
12000	7182
13000	7184
14000	7181
15000	7186
16000	7187
17000	7192
18000	7175
19000	7196
20000	7195
21000	7195
22000	7184
23000	7146
24000	7157
25000	7007
26000	7120
27000	6270
28000	5731
29000	5604
30000	5335
31000	4804
32000	4397
33000	4134
34000	3829
35000	3703
36000	3555
37000	2632
38000	4382
Numero di step eseguiti = 38556
Simulation 61
0	7198
Numero di step eseguiti = 137
Simulation 62
0	7198
Numero di step eseguiti = 329
Simulation 63
0	7196
1000	7191
2000	7192
3000	7192
4000	7189
5000	7191
6000	7199
7000	7196
8000	7192
9000	7192
10000	7194
11000	7191
12000	7196
13000	7189
14000	7188
15000	7185
16000	7176
17000	7166
18000	7167
19000	7171
20000	7160
21000	7185
22000	7151
23000	7107
24000	7174
25000	6972
26000	7147
27000	6135
28000	5537
29000	5464
30000	4672
31000	4551
32000	4231
33000	4143
34000	3592
35000	3227
36000	3027
37000	2978
38000	2734
39000	2733
40000	2336
41000	4662
Numero di step eseguiti = 41170
Simulation 64
0	7200
Numero di step eseguiti = 1
Simulation 65
0	7200
Numero di step eseguiti = 1
Simulation 66
0	7199
Numero di step eseguiti = 334
Simulation 67
0	7198
Numero di step eseguiti = 66
Simulation 68
0	7196
1000	7193
2000	7189
3000	7190
4000	7194
5000	7195
6000	7197
7000	7195
8000	7196
9000	7194
10000	7195
11000	7185
12000	7198
13000	7188
14000	7195
Numero di step eseguiti = 14748
Simulation 69
0	7197
Numero di step eseguiti = 59
Simulation 70
0	7194
Numero di step eseguiti = 194
Simulation 71
0	7197
Numero di step eseguiti = 690
Simulation 72
0	7197
Numero di step eseguiti = 503
Simulation 73
0	7198
Numero di step eseguiti = 133
Simulation 74
0	7199
Numero di step eseguiti = 48
Simulation 75
0	7198
Numero di step eseguiti = 518
Simulation 76
0	7196
Numero di step eseguiti = 330
Simulation 77
0	7198
Numero di step eseguiti = 21
Simulation 78
0	7198
Numero di step eseguiti = 226
Simulation 79
0	7193
Numero di step eseguiti = 294
Simulation 80
0	7198
Numero di step eseguiti = 231
Simulation 81
0	7196
Numero di step eseguiti = 242
Simulation 82
0	7196
Numero di step eseguiti = 487
Simulation 83
0	7197
Numero di step eseguiti = 607
Simulation 84
0	7196
Numero di step eseguiti = 289
Simulation 85
0	7197
Numero di step eseguiti = 609
Simulation 86
0	7197
Numero di step eseguiti = 780
Simulation 87
0	7196
Numero di step eseguiti = 669
Simulation 88
0	7197
Numero di step eseguiti = 164
Simulation 89
0	7194
Numero di step eseguiti = 120
Simulation 90
0	7196
Numero di step eseguiti = 593
Simulation 91
0	7195
Numero di step eseguiti = 158
Simulation 92
0	7197
